category,city,fax,name,country,address2,address,brand,phone,state,postal_code,location,last_checked,location_geocells,image_url,id
3,Baltimore,(410) 385-6865,Sheraton Baltimore City Center Hotel,United States,,101 West Fayette Street,sheraton,(410) 752-1100,Maryland,21201,"39.289893,-76.617106",2010-09-24T13:10:13,"[u'9', u'9a', u'9a6', u'9a6b', u'9a6be', u'9a6be8', u'9a6be81', u'9a6be812', u'9a6be8121', u'9a6be81210', u'9a6be812104', u'9a6be812104a', u'9a6be812104a2']",http://www.starwoodhotels.com/pub/media/1765/she1765ex.41813_tn.jpg,1765
2,Columbus,(614) 436-0926,Sheraton Suites Columbus,United States,,201 Hutchinson Avenue,sheraton,(614) 436-0004,Ohio,43235,"40.113075,-83.009631",2010-09-24T13:14:13,"[u'9', u'9a', u'9a9', u'9a92', u'9a925', u'9a9255', u'9a9255e', u'9a9255e0', u'9a9255e0c', u'9a9255e0ca', u'9a9255e0cad', u'9a9255e0cad6', u'9a9255e0cad6d']",http://www.starwoodhotels.com/pub/media/94/she94ex.90250_tn.jpg,94
3,Lexington,(781) 761-1705,Aloft Lexington,United States,,727 Marrett Road - A,alofthotels,(781) 761-1700,Massachusetts,02421,"42.44566,-71.262324",2010-09-24T13:18:13,"[u'9', u'9a', u'9af', u'9af1', u'9af13', u'9af133', u'9af133a', u'9af133a7', u'9af133a7a', u'9af133a7ab', u'9af133a7abb', u'9af133a7abbc', u'9af133a7abbc7']",http://www.starwoodhotels.com/pub/media/3209/alf3209lo.70813_tn.jpg,3209
3,Minneapolis,(612) 821-7924,Sheraton Minneapolis Midtown Hotel,United States,,2901 Chicago Avenue South,sheraton,(612) 821-7600,Minnesota,55407,"44.9501463,-93.262647",2010-09-24T13:22:14,"[u'8', u'8f', u'8ff', u'8ffb', u'8ffbe', u'8ffbec', u'8ffbecf', u'8ffbecf6', u'8ffbecf6a', u'8ffbecf6a2', u'8ffbecf6a2d', u'8ffbecf6a2d3', u'8ffbecf6a2d36']",http://www.starwoodhotels.com/pub/media/1546/she1546ex.81781_tn.jpg,1546
4,Sydney,(61)(2) 8223 1222,The Westin Sydney,Australia,,1 Martin Place,westin,(61)(2) 8223 1111,New South Wales,2000,"-33.86807,151.208302",2010-09-22T14:33:25,"[u'7', u'74', u'74e', u'74ef', u'74efe', u'74efe2', u'74efe23', u'74efe236', u'74efe2364', u'74efe23644', u'74efe236440', u'74efe236440b', u'74efe236440b4']",http://www.starwoodhotels.com/pub/media/1183/wes1183ex.63173_tn.jpg,1183
3,Dakar,(221)(33) 8696924,Le Méridien President,Senegal,BP 8181,Pointe des Almadies,lemeridien,(221)(33) 8696969,,,"14.740833,-17.53",2010-09-22T21:43:16,"[u'9', u'97', u'972', u'9725', u'9725e', u'9725ea', u'9725ea6', u'9725ea68', u'9725ea68f', u'9725ea68fa', u'9725ea68fa8', u'9725ea68fa86', u'9725ea68fa865']",http://www.starwoodhotels.com/pub/media/1821/mer1821ex.2609_tn.jpg,1821
3,San Antonio,(210) 541-8886,Aloft San Antonio Airport,United States,,838 NW Loop 410,alofthotels,(210) 541-8881,Texas,78216,"29.521675,-98.496992",2010-09-23T09:28:38,"[u'8', u'8d', u'8dc', u'8dc3', u'8dc3f', u'8dc3ff', u'8dc3ffb', u'8dc3ffb1', u'8dc3ffb18', u'8dc3ffb184', u'8dc3ffb1844', u'8dc3ffb1844f', u'8dc3ffb1844f9']",http://www.starwoodhotels.com/pub/media/3348/alf3348ex.86138_tn.jpg,3348
4,Chennai,(91)(44) 2231 4344,Le Royal Méridien Chennai,India,St Thomas Mount,1 GST Road,lemeridien,(91)(44) 2231 4343,Tamil Nadu,600 016,"12.9526143,80.2403348",2010-09-22T20:35:03,"[u'c', u'c7', u'c74', u'c749', u'c7492', u'c74928', u'c74928d', u'c74928df', u'c74928dfb', u'c74928dfb8', u'c74928dfb87', u'c74928dfb87e', u'c74928dfb87e4']",http://www.starwoodhotels.com/pub/media/1834/mer1834wn.59067_tn.jpg,1834
4,Al Khobar,(966)(3) 898 1651,Le Méridien Al Khobar,Saudi Arabia,,Corniche Boulevard,lemeridien,(966)(3) 896 9000,,31952,"26.320877,50.2281342",2010-09-23T06:40:05,"[u'c', u'cc', u'cc2', u'cc27', u'cc276', u'cc276d', u'cc276db', u'cc276dbf', u'cc276dbf5', u'cc276dbf58', u'cc276dbf580', u'cc276dbf580a', u'cc276dbf580ac']",http://www.starwoodhotels.com/pub/media/1887/mer1887wn.48121_tn.jpg,1887
4,Orlando,(407) 238-5005,"Sheraton Vistana Villages Resort Villas, I-Drive/Orlando",United States,,12401 International Drive,sheraton,(407) 238-5000,Florida,32821,"28.3873977,-81.4772555",2010-09-23T08:12:27,"[u'9', u'98', u'989', u'9894', u'98942', u'989422', u'989422f', u'989422ff', u'989422ffc', u'989422ffc0', u'989422ffc09', u'989422ffc092', u'989422ffc0924']",http://www.starwoodhotels.com/pub/media/5607/svo5607gr.56900_tn.jpg,5607
5,Hoboken,(201) 253-2425,W Hoboken,United States,,225 River Street,whotels,(201) 253-2400,New Jersey,07030,"40.7393326,-74.0281328",2010-09-24T15:38:49,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7bb', u'9ac7bb4', u'9ac7bb45', u'9ac7bb45c', u'9ac7bb45cb', u'9ac7bb45cbb', u'9ac7bb45cbb6', u'9ac7bb45cbb65']",http://www.starwoodhotels.com/pub/media/1785/who1785lo.76950_tn.jpg,1785
5,Athens - Vouliagmeni,(30)(210) 8962583,"Arion Resort & Spa, Astir Palace, Athens",Greece,,40 Apollonos Street - Astir Palace Complex,luxury,(30)(210) 8902000,,16671,"37.8127499,23.7781571",2010-09-24T13:26:15,"[u'c', u'cb', u'cb2', u'cb22', u'cb22f', u'cb22f4', u'cb22f46', u'cb22f46a', u'cb22f46a4', u'cb22f46a4e', u'cb22f46a4e5', u'cb22f46a4e5e', u'cb22f46a4e5e9']",http://www.starwoodhotels.com/pub/media/1984/lux1984ex.87962_tn.jpg,1984
6,Scottsdale,(480) 423-2881,The Canyon Suites at The Phoenician,United States,,6000 East Camelback Road,luxury,(480) 941-8200,Arizona,85251,"33.507461,-111.949686",2010-09-23T16:44:06,"[u'8', u'8d', u'8da', u'8daa', u'8daa9', u'8daa9c', u'8daa9c3', u'8daa9c3a', u'8daa9c3a8', u'8daa9c3a8e', u'8daa9c3a8e5', u'8daa9c3a8e56', u'8daa9c3a8e569']",http://www.starwoodhotels.com/pub/media/103/lux103ex.41069_tn.jpg,3544
7,New York,(212) 787-3447,The St. Regis New York,United States,,"Two East 55th Street, at Fifth Avenue",stregis,(212) 753-4500,New York,10022,"40.761667,-73.9749136",2010-09-24T13:30:16,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7b', u'9ac7be', u'9ac7be9', u'9ac7be91', u'9ac7be91b', u'9ac7be91b2', u'9ac7be91b2b', u'9ac7be91b2bd', u'9ac7be91b2bd8']",http://www.starwoodhotels.com/pub/media/81/str81de.66813_tn.jpg,81
2,Duluth,(218) 733-5650,Sheraton Duluth Hotel,United States,,301 East Superior Street,sheraton,(218) 733-5660,Minnesota,55802,"46.7901426,-92.0944754",2010-09-24T13:34:17,"[u'a', u'a5', u'a55', u'a55c', u'a55cc', u'a55cc0', u'a55cc08', u'a55cc08e', u'a55cc08ee', u'a55cc08ee5', u'a55cc08ee53', u'a55cc08ee536', u'a55cc08ee5363']",http://www.starwoodhotels.com/pub/media/1774/she1774ex.50284_tn.jpg,1774
3,Newark,(510) 794-3001,W Silicon Valley,United States,,8200 Gateway Boulevard,whotels,(510) 494-8800,California,94560,"37.536243,-122.063036",2010-09-24T13:38:17,"[u'8', u'8e', u'8e6', u'8e63', u'8e632', u'8e632d', u'8e632d0', u'8e632d0d', u'8e632d0d8', u'8e632d0d81', u'8e632d0d816', u'8e632d0d816e', u'8e632d0d816e2']",http://www.starwoodhotels.com/pub/media/1300/who1300lo.18356_tn.jpg,1300
2,Ventura,(805) 658-6347,Four Points by Sheraton Ventura Harbor,United States,,1050 Schooner Drive,fourpoints,(805) 658-1212,California,93001,"34.2488035,-119.2592278",2010-09-23T20:56:32,"[u'8', u'8e', u'8e4', u'8e45', u'8e458', u'8e458f', u'8e458f2', u'8e458f23', u'8e458f23c', u'8e458f23c2', u'8e458f23c29', u'8e458f23c29b', u'8e458f23c29ba']",http://www.starwoodhotels.com/pub/media/752/fpt752ex.77393_tn.jpg,752
1,Zhoushan,(86)(580) 2088889,Sheraton Zhoushan Hotel,China,Lin Cheng New District,Qian Dao Road,sheraton,(86)(580) 2088888,Zhejiang,,"30.7146689,122.4521358",2010-09-23T12:05:45,"[u'd', u'd9', u'd99', u'd99f', u'd99f8', u'd99f89', u'd99f89a', u'd99f89ad', u'd99f89ade', u'd99f89ade7', u'd99f89ade7e', u'd99f89ade7ed', u'd99f89ade7ed8']",http://www.starwoodhotels.com/pub/media/3157/she3157ex.52882_tn.jpg,3157
2,Winnipeg,(204) 269-0364,Four Points by Sheraton Winnipeg South,Canada,,2935 Pembina Highway,fourpoints,(204) 275-7711,Manitoba,R3T 2H5,"49.786404,-97.1573638",2010-09-24T13:42:19,"[u'a', u'a5', u'a56', u'a56c', u'a56cf', u'a56cf4', u'a56cf4e', u'a56cf4e9', u'a56cf4e98', u'a56cf4e988', u'a56cf4e988e', u'a56cf4e988e6', u'a56cf4e988e64']",http://www.starwoodhotels.com/pub/media/3086/fpt3086ex.40936_tn.jpg,3086
2,West Des Moines,(515) 223-0894,Sheraton West Des Moines Hotel,United States,,1800 50th Street,sheraton,(515) 223-1800,Iowa,50266,"41.599286,-93.771508",2010-09-24T13:46:19,"[u'8', u'8f', u'8fd', u'8fdb', u'8fdb1', u'8fdb19', u'8fdb198', u'8fdb1983', u'8fdb1983b', u'8fdb1983b6', u'8fdb1983b66', u'8fdb1983b66c', u'8fdb1983b66c7']",http://www.starwoodhotels.com/pub/media/1557/she1557ex.45939_tn.jpg,1557
3,Kampala,(256)(414) 256696,Sheraton Kampala Hotel,Uganda,P. O. Box 7041,Ternan Avenue,sheraton,(256)(414) 420000,,,"0.3169183,32.5821577",2010-09-22T18:10:39,"[u'c', u'c1', u'c11', u'c115', u'c1152', u'c1152e', u'c1152e4', u'c1152e4f', u'c1152e4f3', u'c1152e4f3c', u'c1152e4f3c1', u'c1152e4f3c1c', u'c1152e4f3c1ce']",http://www.starwoodhotels.com/pub/media/410/she410ex.35167_tn.jpg,410
4,San Francisco,(415) 956-5275,Sheraton Fisherman's Wharf Hotel,United States,,2500 Mason Street,sheraton,(415) 362-5500,California,94133,"37.806567,-122.41377",2010-09-24T13:50:20,"[u'8', u'8e', u'8e6', u'8e62', u'8e62f', u'8e62f5', u'8e62f52', u'8e62f525', u'8e62f525b', u'8e62f525ba', u'8e62f525ba0', u'8e62f525ba0a', u'8e62f525ba0a7']",http://www.starwoodhotels.com/pub/media/315/she315lo.51363_tn.jpg,315
3,Rome,(39)(06) 6528 7060,"Sheraton Golf Parco de' Medici Hotel & Resort, Roma",Italy,,"Viale Salvatore Rebecchini, 39",sheraton,(39)(06) 65288,,00148,"41.8170331,12.4061103",2010-09-24T13:54:21,"[u'c', u'ca', u'cac', u'caca', u'caca7', u'caca7b', u'caca7b8', u'caca7b86', u'caca7b861', u'caca7b8617', u'caca7b8617b', u'caca7b8617b6', u'caca7b8617b6e']",http://www.starwoodhotels.com/pub/media/931/she931ex.83977_tn.jpg,931
3,Jamaica,(718) 322-7191,Sheraton JFK Airport Hotel,United States,,132-26 South Conduit Avenue,sheraton,(718) 322-7190,New York,11430,"40.665806,-73.806788",2010-09-24T13:58:22,"[u'9', u'9a', u'9ac', u'9ac7', u'9ac7e', u'9ac7e2', u'9ac7e22', u'9ac7e227', u'9ac7e227f', u'9ac7e227fe', u'9ac7e227fe2', u'9ac7e227fe2e', u'9ac7e227fe2eb']",http://www.starwoodhotels.com/pub/media/1428/she1428ex.48609_tn.jpg,1496
3,Victoria,(250) 474-6031,Four Points by Sheraton Victoria Gateway,Canada,,829 McCallum Road,fourpoints,(250) 474-6063,British Columbia,V9B 6W6,"48.457882,-123.505103",2010-09-24T14:02:22,"[u'a', u'a4', u'a46', u'a460', u'a460a', u'a460ac', u'a460acd', u'a460acd8', u'a460acd8e', u'a460acd8eb', u'a460acd8eb9', u'a460acd8eb93', u'a460acd8eb93a']",http://www.starwoodhotels.com/pub/media/1561/fpt1561ex.40671_tn.jpg,1561
4,Charlotte,(704) 375-2623,The Westin Charlotte,United States,,601 South College Street,westin,(704) 375-2600,North Carolina,28202,"35.221807,-80.847304",2010-09-23T22:16:51,"[u'9', u'9a', u'9a1', u'9a1c', u'9a1c4', u'9a1c42', u'9a1c422', u'9a1c422e', u'9a1c422ea', u'9a1c422ea7', u'9a1c422ea7a', u'9a1c422ea7ac', u'9a1c422ea7ac6']",http://www.starwoodhotels.com/pub/media/1383/wes1383wn.61924_tn.jpg,1383
3,Philadelphia,(215) 496-2715,Four Points by Sheraton Philadelphia City Center,United States,,1201 Race Street,fourpoints,(215) 496-2700,Pennsylvania,19107,"39.9559349,-75.1591739",2010-09-24T14:06:25,"[u'9', u'9a', u'9ac', u'9ac4', u'9ac4e', u'9ac4e2', u'9ac4e25', u'9ac4e25b', u'9ac4e25bc', u'9ac4e25bc5', u'9ac4e25bc50', u'9ac4e25bc50a', u'9ac4e25bc50a4']",http://www.starwoodhotels.com/pub/media/1980/fpt1980gr.40811_tn.jpg,1980
4,Guangzhou,(86)(20) 2826 6886,The Westin Guangzhou,China,Tian He District,6 Lin He Zhong Road,westin,(86)(20) 2886 6868,Guangdong,510610,"23.1455177,113.3257001",2010-09-23T02:54:34,"[u'd', u'd9', u'd90', u'd900', u'd900e', u'd900e9', u'd900e99', u'd900e99e', u'd900e99e1', u'd900e99e11', u'd900e99e112', u'd900e99e1128', u'd900e99e11289']",http://www.starwoodhotels.com/pub/media/1706/wes1706gr.48330_tn.jpg,1706
4,Jeddah,(966)(2) 663 2333,Le Méridien Jeddah,Saudi Arabia,,Medinah Road,lemeridien,(966)(2) 663 3333,,21463,"21.4959469,39.1853048",2010-09-23T01:28:16,"[u'c', u'c3', u'c3e', u'c3ed', u'c3edd', u'c3edd3', u'c3edd35', u'c3edd359', u'c3edd3593', u'c3edd3593d', u'c3edd3593db', u'c3edd3593dbf', u'c3edd3593dbf6']",http://www.starwoodhotels.com/pub/media/1888/mer1888wn.48108_tn.jpg,1888
4,Abu Dhabi,(971)(2) 4499702,Aloft Abu Dhabi,United Arab Emirates,,Abu Dhabi National Exhibition Centre,alofthotels,(971)(2) 6545000,,,"24.4191677,54.4383177",2010-09-23T03:02:35,"[u'c', u'cc', u'cc1', u'cc1c', u'cc1cc', u'cc1ccf', u'cc1ccf9', u'cc1ccf9c', u'cc1ccf9c8', u'cc1ccf9c8f', u'cc1ccf9c8fa', u'cc1ccf9c8fab', u'cc1ccf9c8fab3']",http://www.starwoodhotels.com/pub/media/3357/alf3357ex.89388_tn.jpg,3357
2,West Drayton,(44)(208) 7592091,Sheraton Heathrow Hotel,United Kingdom,Colnbrook Bypass,Heathrow Airport,sheraton,(44)(208) 7592424,England,UB7 0HJ,"51.4703429,-0.4534243",2010-09-24T14:10:25,"[u'b', u'b5', u'b5d', u'b5d7', u'b5d74', u'b5d74e', u'b5d74e5', u'b5d74e5b', u'b5d74e5bb', u'b5d74e5bb5', u'b5d74e5bb53', u'b5d74e5bb53a', u'b5d74e5bb53ad']",http://www.starwoodhotels.com/pub/media/293/she293ex.42747_tn.jpg,293
3,Milpitas,(408) 943-0484,Sheraton San Jose Hotel,United States,,1801 Barber Lane,sheraton,(408) 943-0600,California,95035,"37.401835,-121.911829",2010-09-24T04:31:02,"[u'8', u'8e', u'8e6', u'8e63', u'8e631', u'8e631a', u'8e631a5', u'8e631a56', u'8e631a56c', u'8e631a56c6', u'8e631a56c62', u'8e631a56c62a', u'8e631a56c62ad']",http://www.starwoodhotels.com/pub/media/670/she670ex.51773_tn.jpg,670
5,Palo Alto,(650) 321-5522,The Westin Palo Alto,United States,,675 El Camino Real,westin,(650) 321-4422,California,94301,"37.440383,-122.163506",2010-09-24T04:39:04,"[u'8', u'8e', u'8e6', u'8e63', u'8e630', u'8e630e', u'8e630ea', u'8e630eaa', u'8e630eaad', u'8e630eaad8', u'8e630eaad85', u'8e630eaad855', u'8e630eaad855d']",http://www.starwoodhotels.com/pub/media/1198/wes1198ex.49609_tn.jpg,1198
3,Leipzig,(49)(341) 9881229,The Westin Leipzig,Germany,,Gerberstrasse 15,westin,(49)(341) 9880,,04105,"51.05839,13.73923",2010-09-24T14:14:26,"[u'e', u'e0', u'e0c', u'e0c1', u'e0c1d', u'e0c1d2', u'e0c1d2b', u'e0c1d2b3', u'e0c1d2b3a', u'e0c1d2b3a4', u'e0c1d2b3a49', u'e0c1d2b3a49c', u'e0c1d2b3a49ce']",http://www.starwoodhotels.com/pub/media/1458/wes1458ex.52897_tn.jpg,1458
3,Atlanta,(770) 395-3935,The Westin Atlanta Perimeter North,United States,,7 Concourse Parkway,westin,(770) 395-3900,Georgia,30328,"33.916135,-84.3532145",2010-09-23T19:26:25,"[u'9', u'9a', u'9a1', u'9a10', u'9a100', u'9a100a', u'9a100aa', u'9a100aa5', u'9a100aa57', u'9a100aa57f', u'9a100aa57fb', u'9a100aa57fb5', u'9a100aa57fb5b']",http://www.starwoodhotels.com/pub/media/1022/wes1022ex.60846_tn.jpg,1022
6,Abu Dhabi,(971)(2) 644 0348,Le Méridien Abu Dhabi,United Arab Emirates,,Tourist Club Area,lemeridien,(971)(2) 644 6666,,46066,"24.4825444,54.3563932",2010-09-23T03:22:36,"[u'c', u'cc', u'cc1', u'cc1c', u'cc1ce', u'cc1ce6', u'cc1ce61', u'cc1ce617', u'cc1ce617b', u'cc1ce617b2', u'cc1ce617b21', u'cc1ce617b21d', u'cc1ce617b21dc']",http://www.starwoodhotels.com/pub/media/1899/mer1899ex.71773_tn.jpg,1899
3,Pomona,(909) 622-3577,Sheraton Fairplex Hotel,United States,,601 West McKinley Avenue,sheraton,(909) 622-2220,California,91768,"34.079287,-117.76243",2010-09-23T20:30:57,"[u'8', u'8e', u'8e5', u'8e50', u'8e503', u'8e503a', u'8e503a2', u'8e503a2e', u'8e503a2ea', u'8e503a2ea8', u'8e503a2ea80', u'8e503a2ea80a', u'8e503a2ea80af']",http://www.starwoodhotels.com/pub/media/662/she662gr.71361_tn.jpg,662
3,Norwalk,(203) 846-6925,Four Points by Sheraton Norwalk,United States,,"426 Main Avenue, Route 7",fourpoints,(203) 849-9828,Connecticut,06851,"41.1007645,-73.4334989",2010-09-24T14:18:27,"[u'9', u'9a', u'9ac', u'9acd', u'9acd7', u'9acd7a', u'9acd7a3', u'9acd7a35', u'9acd7a357', u'9acd7a3573', u'9acd7a35733', u'9acd7a357334', u'9acd7a357334f']",http://www.starwoodhotels.com/pub/media/742/fpt742ex.37864_tn.jpg,742
3,Eastham,(508) 240-1870,Four Points by Sheraton Eastham Cape Cod,United States,,3800 Route 6,fourpoints,(508) 255-5000,Massachusetts,02642,"41.8459708,-69.9853819",2010-09-24T14:22:27,"[u'9', u'9a', u'9ad', u'9ade', u'9ade8', u'9ade85', u'9ade854', u'9ade854f', u'9ade854fc', u'9ade854fc8', u'9ade854fc87', u'9ade854fc87a', u'9ade854fc87a5']",http://www.starwoodhotels.com/pub/media/786/fpt786ex.40045_tn.jpg,786
3,Durham,(919) 806-8233,Four Points by Sheraton Durham at Southpoint,United States,,7807 Leonardo Drive,fourpoints,(919) 806-8200,North Carolina,27713,"35.901497,-78.9584959",2010-09-24T02:22:49,"[u'9', u'9a', u'9a1', u'9a1f', u'9a1f5', u'9a1f51', u'9a1f51e', u'9a1f51ee', u'9a1f51ee2', u'9a1f51ee22', u'9a1f51ee226', u'9a1f51ee226d', u'9a1f51ee226d1']",http://www.starwoodhotels.com/pub/media/1712/fpt1712ex.40825_tn.jpg,1712
3,Leawood,(913) 345-9940,Aloft Leawood-Overland Park,United States,,11620 Ash Street,alofthotels,(913) 345-9430,Kansas,66211,"38.917305,-94.648372",2010-09-24T14:26:29,"[u'8', u'8f', u'8f7', u'8f7a', u'8f7a6', u'8f7a67', u'8f7a678', u'8f7a6783', u'8f7a67837', u'8f7a678372', u'8f7a678372c', u'8f7a678372ce', u'8f7a678372ce8']",http://www.starwoodhotels.com/pub/media/3136/alf3136cl.88282_tn.jpg,3136
4,Casablanca,(212)(52) 2540784,Le Royal Mansour Méridien,Morocco,,"27, Avenue de l'Armée Royale",lemeridien,(212)(52) 2313011,,21000,"33.596373,-7.60865",2010-09-23T17:32:48,"[u'9', u'9d', u'9de', u'9dee', u'9deee', u'9deee1', u'9deee19', u'9deee194', u'9deee1945', u'9deee19456', u'9deee194560', u'9deee1945605', u'9deee1945605a']",http://www.starwoodhotels.com/pub/media/1816/mer1816ex.75046_tn.jpg,1816
4,Frankfurt,(49)(69) 269 7884,Le Méridien Parkhotel Frankfurt,Germany,,Wiesenhuettenplatz 28-38,lemeridien,(49)(69) 26970,,60329,"50.10557,8.66665",2010-09-24T14:30:30,"[u'e', u'e0', u'e03', u'e03e', u'e03e2', u'e03e24', u'e03e244', u'e03e2449', u'e03e2449e', u'e03e2449ed', u'e03e2449ed1', u'e03e2449ed17', u'e03e2449ed178']",http://www.starwoodhotels.com/pub/media/1856/mer1856wn.48042_tn.jpg,1856
4,Portimão,(351)(282) 420300,Le Méridien Penina Golf & Resort,Portugal,PO Box 146,Penina,lemeridien,(351)(282) 420200,,8501-952,"37.159308,-8.5646347",2010-09-24T04:15:00,"[u'9', u'9f', u'9f6', u'9f61', u'9f61f', u'9f61f6', u'9f61f6c', u'9f61f6c2', u'9f61f6c27', u'9f61f6c271', u'9f61f6c271c', u'9f61f6c271cd', u'9f61f6c271cd8']",http://www.starwoodhotels.com/pub/media/1928/mer1928ex.56871_tn.jpg,1928
2,6th of October City,(20)(2) 385 95100,Sheraton Dreamland Hotel & Conference Center,Egypt,,Wahat Road,sheraton,(20) (2) 385 95000,,,"29.9315549,30.9303084",2010-09-23T10:28:46,"[u'c', u'c9', u'c99', u'c999', u'c999d', u'c999d7', u'c999d75', u'c999d756', u'c999d756c', u'c999d756cf', u'c999d756cfa', u'c999d756cfaa', u'c999d756cfaa5']",http://www.starwoodhotels.com/pub/media/1414/she1414ex.74120_tn.jpg,1414
5,Temozon Sur,(52)(999) 923 7963,Hacienda Temozon,Mexico,,KM 182 Carretera Merida-Uxmal,luxury,(52)(999) 923 8089,Yucatan,97825,"19.3390698,-99.2015369",2010-09-22T23:31:44,"[u'8', u'87', u'87c', u'87cb', u'87cb9', u'87cb95', u'87cb951', u'87cb9512', u'87cb95125', u'87cb95125c', u'87cb95125c4', u'87cb95125c4b', u'87cb95125c4bb']",http://www.starwoodhotels.com/pub/media/1378/lux1378ex.91255_tn.jpg,1378
5,Dubai,(971)(4) 399 5577,Sheraton Jumeirah Beach Resort & Towers,United Arab Emirates,P.O. Box 53567,Al Sufouh Road,sheraton,(971)(4) 3995533,,,"25.0996798,55.156556",2010-09-23T04:38:44,"[u'c', u'cc', u'cc1', u'cc1f', u'cc1f8', u'cc1f8f', u'cc1f8f4', u'cc1f8f48', u'cc1f8f48d', u'cc1f8f48d5', u'cc1f8f48d50', u'cc1f8f48d50b', u'cc1f8f48d50bd']",http://www.starwoodhotels.com/pub/media/1326/she1326ex.85351_tn.jpg,1326
6,Los Angeles,(310) 247-0315,SLS Hotel at Beverly Hills,United States,,465 S. La Cienega Boulevard,luxury,(310) 247-0400,California,90048,"34.0699984,-118.376415",2010-09-23T20:22:47,"[u'8', u'8e', u'8e4', u'8e45', u'8e457', u'8e457b', u'8e457b2', u'8e457b24', u'8e457b248', u'8e457b2485', u'8e457b24854', u'8e457b24854d', u'8e457b24854d0']",http://www.starwoodhotels.com/pub/media/3171/lux3171ex.78647_tn.jpg,3171
3,Panama City,(507)(2) 65-3550,Four Points by Sheraton Panama,"Panama, Republic of",,"Street 53, Marbela and Ave 5A B South",fourpoints,(507)(2) 65-3636,,832-0239,"8.98078,-79.52035",2010-09-22T19:42:53,"[u'9', u'90', u'90b', u'90b5', u'90b5b', u'90b5b5', u'90b5b52', u'90b5b527', u'90b5b527f', u'90b5b527f0', u'90b5b527f0a', u'90b5b527f0a7', u'90b5b527f0a72']",http://www.starwoodhotels.com/pub/media/1472/fpt1472ex.36185_tn.jpg,1472
3,Dallas,(214) 953-1931,"The Westin City Center, Dallas",United States,,650 North Pearl Street,westin,(214) 979-9000,Texas,75201,"32.7861392,-96.7953956",2010-09-23T14:34:09,"[u'8', u'8d', u'8de', u'8ded', u'8ded8', u'8ded8c', u'8ded8c4', u'8ded8c46', u'8ded8c465', u'8ded8c4656', u'8ded8c46565', u'8ded8c465657', u'8ded8c465657c']",http://www.starwoodhotels.com/pub/media/1420/wes1420lo.19544_tn.jpg,1420
3,Kuala Lumpur,(60)(3) 2263 7222,Le Méridien Kuala Lumpur,Malaysia,Kuala Lumpur Sentral,2 Jalan Stesen Sentral,lemeridien,(60)(3) 2263 7888,,50470,"3.1340885,101.6866958",2010-09-22T18:30:42,"[u'd', u'd0', u'd06', u'd060', u'd0603', u'd0603a', u'd0603a7', u'd0603a77', u'd0603a771', u'd0603a7717', u'd0603a77177', u'd0603a77177d', u'd0603a77177d1']",http://www.starwoodhotels.com/pub/media/1840/mer1840wn.48069_tn.jpg,1840
4,Davos-Platz,(41)(81) 417 93 34,Sheraton Davos Hotel Waldhuus,Switzerland,,Mattastrasse 58,sheraton,(41)(81) 417 93 33,,7270,"46.7973577,9.8346801",2010-09-24T14:34:31,"[u'e', u'e0', u'e01', u'e01c', u'e01cd', u'e01cd5', u'e01cd5f', u'e01cd5fc', u'e01cd5fc3', u'e01cd5fc39', u'e01cd5fc396', u'e01cd5fc3963', u'e01cd5fc3963b']",http://www.starwoodhotels.com/pub/media/1252/she1252ex.7968_tn.jpg,1252
1,Luxor,(20)(95) 227 4941,Sheraton Luxor Resort,Egypt,P.O. Box 43,Al Awameya,sheraton,(20)(95) 227 4544,,83951,"32.3182314,-86.902298",2010-09-23T13:38:02,"[u'9', u'98', u'98a', u'98a6', u'98a6a', u'98a6af', u'98a6af2', u'98a6af2d', u'98a6af2dd', u'98a6af2dde', u'98a6af2dde6', u'98a6af2dde67', u'98a6af2dde673']",http://www.starwoodhotels.com/pub/media/402/she402ex.72952_tn.jpg,402
3,Baltimore,(410) 296-9534,Sheraton Baltimore North Hotel,United States,,903 Dulaney Valley Road,sheraton,(410) 321-7400,Maryland,21204,"39.4065054,-76.5999842",2010-09-24T14:38:32,"[u'9', u'9a', u'9ac', u'9ac1', u'9ac14', u'9ac140', u'9ac1409', u'9ac1409f', u'9ac1409f3', u'9ac1409f3e', u'9ac1409f3e9', u'9ac1409f3e91', u'9ac1409f3e91d']",http://www.starwoodhotels.com/pub/media/33/she33ex.66695_tn.jpg,33
6,Naples,(39)(081) 764 9743,"Hotel Excelsior, Naples",Italy,,Via Partenope 48,luxury,(39)(081) 764 0111,,80121,"40.829904,14.2496802",2010-09-24T14:42:34,"[u'c', u'ca', u'cac', u'cacc', u'cacc0', u'cacc06', u'cacc060', u'cacc0606', u'cacc06068', u'cacc06068b', u'cacc06068b2', u'cacc06068b2d', u'cacc06068b2da']",http://www.starwoodhotels.com/pub/media/56/lux56ex.11566_tn.jpg,56
